company,variable,group,importance,corr_total,corr_sub
Infosys,영업이익증가율(YoY)(연도),성장성,1.0,0.853,0.888
Infosys,"BPS(지배, Adj.)(원/주)",안정성,2.0,0.843,0.868
Infosys,순이익증가율(YoY)(비율),성장성,1.0,0.827,0.835
Infosys,FS_ROE,FS,5.0,0.785,0.787
Infosys,ROE(지배)(비율),수익성,1.0,0.785,0.787
Infosys,FS_ROIC,FS,5.0,0.777,0.777
Infosys,ROA(비율),수익성,1.0,0.737,0.745
Infosys,FS_ROA,FS,5.0,0.737,0.745
Infosys,인당순이익s,수익성,2.0,0.735,0.751
Infosys,인당영업이익s,수익성,1.0,0.733,0.716
Infosys,순부채(천원),안정성,2.0,0.722,0.756
Infosys,BS_Net Debt Incl. Pref.Stock & Min.Interest,BS,5.0,0.722,0.756
Infosys,"FS_Tax Complement, TTM",FS,5.0,0.693,0.71
Infosys,BS_Period End FX Rate (INR/USD),BS,5.0,0.687,0.728
Infosys,"FS_Pretax ROA - %, TTM",FS,5.0,0.685,0.685
Infosys,IS_Avg. FX Rate (INR/USD),IS,5.0,0.677,0.716
Infosys,CF_Avg. FX Rate (INR/USD),CF,5.0,0.651,0.689
Infosys,재고자산회전율(비율),활동성,2.0,0.604,0.662
Infosys,유형자산감상비 누계,안정성,1.0,0.571,0.685
Infosys,"BS_Accumulated Depreciation, Total",BS,5.0,0.571,0.685
Infosys,무형자산감상비 누계,안정성,1.0,0.555,0.58
Infosys,BS_Accumulated Intangible Amortization,BS,5.0,0.555,0.58
Infosys,CF_Options Exercised,CF,5.0,0.539,0.539
Infosys,BS_Pension Benefits - Underfunded,BS,5.0,0.508,0.595
Infosys,CF_Cash Taxes Paid,CF,5.0,-0.501,-0.551
Infosys,IS_Labor & Related Expense Suppl.,IS,5.0,-0.505,-0.552
Infosys,BS_Total Plan Obligations,BS,5.0,-0.51,-0.582
Infosys,BS_Pension Obligation - Domestic,BS,5.0,-0.51,-0.582
Infosys,BS_Total Plan Assets,BS,5.0,-0.514,-0.585
Infosys,BS_Plan Assets - Domestic,BS,5.0,-0.514,-0.585
Infosys,BS_Machinery/Equipment - Gross,BS,5.0,-0.526,-0.614
Infosys,"BS_Other Equity, Total",BS,5.0,-0.532,-0.651
Infosys,"BS_Other Long Term Assets, Total",BS,5.0,-0.539,-0.575
Infosys,CF_Other Non-Cash Items,CF,5.0,-0.54,-0.603
Infosys,"BS_Accounts Receivable - Trade, Net",BS,5.0,-0.541,-0.621
Infosys,BS_Total Current Liabilities,BS,5.0,-0.541,-0.68
Infosys,비유동자산(천원),안정성,2.0,-0.543,-0.649
Infosys,CF_Non-Cash Items,CF,5.0,-0.544,-0.605
Infosys,BS_Number of Common Shareholders,BS,5.0,-0.545,-0.542
Infosys,FS_Cash & Cash Equivalents,FS,5.0,-0.55,-0.57
Infosys,"IS_Interest Inc.(Exp.),Net-Non-Op., Total",IS,5.0,-0.551,-0.565
Infosys,FS_Operating Profit before Non-Recurring Income/Expense,FS,5.0,-0.553,-0.587
Infosys,"BS_Total Operating Leases, Supplemental",BS,5.0,-0.557,-0.587
Infosys,IS_Interest/Invest Income - Non-Operating,IS,5.0,-0.558,-0.567
Infosys,IS_Expected Rate of Return - Domestic,IS,5.0,-0.562,-0.559
Infosys,"BS_Accounts Receivable - Trade, Gross",BS,5.0,-0.568,-0.572
Infosys,"FS_Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",FS,5.0,-0.569,-0.696
Infosys,"FS_Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",FS,5.0,-0.57,-0.613
Infosys,EBITDA2(천원),수익성,1.0,-0.57,-0.613
Infosys,"IS_Depreciation, Supplemental",IS,5.0,-0.579,-0.721
Infosys,"BS_Goodwill, Net",BS,5.0,-0.581,-0.689
Infosys,BS_Goodwill - Net,BS,5.0,-0.581,-0.689
Infosys,IS_Current Tax - Domestic,IS,5.0,-0.584,-0.623
Infosys,"BS_Total Receivables, Net",BS,5.0,-0.589,-0.699
Infosys,BS_Intangibles - Gross,BS,5.0,-0.589,-0.606
Infosys,BS_Operating Lease Pymts. Due in 4-5 Years,BS,5.0,-0.592,-0.625
Infosys,BS_Operating Lease Pymts. Due in 2-3 Years,BS,5.0,-0.592,-0.625
Infosys,BS_Operating Lease Payments Due in Year 5,BS,5.0,-0.594,-0.629
Infosys,BS_Operating Lease Payments Due in Year 2,BS,5.0,-0.594,-0.629
Infosys,BS_Operating Lease Payments Due in Year 3,BS,5.0,-0.594,-0.629
Infosys,BS_Operating Lease Payments Due in Year 4,BS,5.0,-0.594,-0.629
Infosys,Gross Investment (GI),성장성,2.0,-0.595,-0.69
Infosys,IS_Total Plan Other Expense,IS,5.0,-0.598,-0.6
Infosys,"IS_Other Pension, Net - Domestic",IS,5.0,-0.598,-0.6
Infosys,IS_Selling/General/Administrative Expense,IS,5.0,-0.6,-0.622
Infosys,BS_Full-Time Employees,BS,5.0,-0.602,-0.722
