company,variable,group,importance,corr_total,corr_sub
TCS,FS_Current Ratio,FS,5.0,1.0,1.0
TCS,FS_Quick Ratio,FS,5.0,0.997,0.997
TCS,FS_Working Capital to Total Assets,FS,5.0,0.925,0.965
TCS,BS_Deferred Income Tax - LT Liability,BS,5.0,0.816,0.853
TCS,BS_Deferred Income Tax,BS,5.0,0.816,0.853
TCS,이익잉여금(천원),수익성,2.0,0.776,0.89
TCS,BS_Retained Earnings (Accumulated Deficit),BS,5.0,0.776,0.89
TCS,"BS_Tangible Book Value, Common Equity",BS,5.0,0.775,0.891
TCS,FS_Common Equity - Total,FS,5.0,0.771,0.888
TCS,BS_Total Equity,BS,5.0,0.771,0.888
TCS,BS_Total Equity & Minority Interest,BS,5.0,0.769,0.886
TCS,자기자본비율,안정성,2.0,0.768,0.861
TCS,"IS_Interest Inc.(Exp.),Net-Non-Op., Total",IS,5.0,0.755,0.785
TCS,IS_Interest/Invest Income - Non-Operating,IS,5.0,0.739,0.78
TCS,BS_Buildings - Gross,BS,5.0,0.732,0.855
TCS,"BS_Accumulated Intangible Amort, Suppl.",BS,5.0,0.715,0.815
TCS,BS_Defered Income Tax - Long Term Asset,BS,5.0,0.705,0.858
TCS,IS_Gross Revenue,IS,5.0,0.703,0.796
TCS,Gross Investment (GI),성장성,2.0,0.696,0.818
TCS,BS_Accumulated Goodwill Amortization Suppl.,BS,5.0,0.696,0.768
TCS,Opex Margin,수익성,0.0,0.682,0.834
TCS,단기투자자산,안정성,1.0,0.673,0.876
TCS,BS_Cash and Short Term Investments,BS,5.0,0.673,0.876
TCS,FS_Cash & Short-Term Investments,FS,5.0,0.673,0.876
TCS,CF_Total Debt Reduction,CF,5.0,0.672,0.759
TCS,IS_Interest Income - Non-Operating,IS,5.0,0.671,0.731
TCS,"BS_Accounts Receivable - Trade, Gross",BS,5.0,0.659,0.804
TCS,"IS_Rental Expense, Supplemental",IS,5.0,0.659,0.72
TCS,유동자산(천원),안정성,2.0,0.638,0.85
TCS,BS_Total Current Assets less Inventory,BS,5.0,0.638,0.85
TCS,BS_Total Current Assets,BS,5.0,0.638,0.85
TCS,BS_Short Term Investments,BS,5.0,0.633,0.848
TCS,IS_Normalized Inc. Avail to Com.,IS,5.0,0.629,0.798
TCS,자산총계(천원),안정성,2.0,0.628,0.828
TCS,BS_Total Assets,BS,5.0,0.628,0.828
TCS,FS_Total Assets,FS,5.0,0.628,0.828
TCS,BS_Total Liabilities & Shareholders' Equity,BS,5.0,0.628,0.828
TCS,IS_Normalized Income After Taxes,IS,5.0,0.627,0.795
TCS,"BS_Accounts Receivable - Trade, Net",BS,5.0,0.625,0.791
TCS,IS_Income Available to Com Incl ExtraOrd,IS,5.0,0.624,0.791
TCS,IS_Diluted Net Income,IS,5.0,0.624,0.791
TCS,IS_Net Income,IS,5.0,0.624,0.79
TCS,IS_Normalized Income Before Taxes,IS,5.0,0.624,0.799
TCS,당기순이익(천원),수익성,1.0,0.624,0.79
TCS,IS_Income Available to Com Excl ExtraOrd,IS,5.0,0.624,0.791
TCS,IS_Net Income Before Extra. Items,IS,5.0,0.624,0.79
TCS,FS_Income before Discontinued Operations & Extraordinary Items,FS,5.0,0.622,0.788
TCS,IS_Net Income After Taxes,IS,5.0,0.622,0.788
TCS,IS_Net Income Before Taxes,IS,5.0,0.619,0.792
TCS,IS_Other Operating Expense,IS,5.0,0.613,0.806
TCS,"IS_Other Operating Expenses, Total",IS,5.0,0.612,0.805
TCS,BS_Other Long Term Liabilities,BS,5.0,0.612,0.755
TCS,BS_Cash,BS,5.0,0.611,0.756
TCS,IS_Diluted Normalized EPS,IS,5.0,0.61,0.794
TCS,IS_Basic Normalized EPS,IS,5.0,0.61,0.794
TCS,FS_Net Cash Flow from Operating Activities,FS,5.0,0.609,0.83
TCS,IS_Investment Income - Non-Operating,IS,5.0,0.609,0.632
TCS,IS_Total Operating Expense,IS,5.0,0.609,0.809
TCS,IS_Net Sales,IS,5.0,0.608,0.815
TCS,IS_Provision for Income Taxes,IS,5.0,0.607,0.795
TCS,IS_Basic EPS Excluding Extraordinary Items,IS,5.0,0.605,0.785
TCS,IS_Basic EPS Including Extraordinary Items,IS,5.0,0.605,0.785
TCS,IS_Diluted EPS Excluding ExtraOrd Items,IS,5.0,0.605,0.785
TCS,IS_Diluted EPS Including ExtraOrd Items,IS,5.0,0.605,0.785
TCS,IS_Labor & Related Expense,IS,5.0,0.604,0.829
TCS,FS_Revenue from Business Activities - Total,FS,5.0,0.604,0.805
TCS,IS_Labor & Related Expense Suppl.,IS,5.0,0.604,0.829
TCS,매출액(천원),성장성,0.0,0.604,0.805
TCS,SG&A,수익성,2.0,0.604,0.8
TCS,IS_Total Revenue,IS,5.0,0.604,0.805
TCS,"IS_Selling/General/Admin. Expenses, Total",IS,5.0,0.604,0.8
TCS,IS_Revenue,IS,5.0,0.604,0.805
TCS,FS_Gross Profit - Industrials/Property - Total,FS,5.0,0.603,0.806
TCS,매출총이익(천원),수익성,0.0,0.602,0.807
TCS,IS_Gross Profit,IS,5.0,0.602,0.807
