company,variable,group,importance,corr_total,corr_sub
Infosys,IS_Gross Profit,IS,5.0,1.0,1.0
Infosys,IS_Normalized EBITDA,IS,5.0,0.996,0.997
Infosys,EBIT(천원),수익성,1.0,0.996,0.996
Infosys,IS_Normalized EBIT,IS,5.0,0.996,0.996
Infosys,영업이익(천원),수익성,1.0,0.995,0.994
Infosys,IS_Operating Income,IS,5.0,0.995,0.994
Infosys,IS_Net Sales,IS,5.0,0.991,0.989
Infosys,매출액(천원),성장성,0.0,0.991,0.989
Infosys,IS_Revenue,IS,5.0,0.991,0.989
Infosys,IS_Total Revenue,IS,5.0,0.991,0.989
Infosys,IS_Normalized Income Before Taxes,IS,5.0,0.991,0.99
Infosys,IS_Net Income Before Taxes,IS,5.0,0.99,0.988
Infosys,Employment Number,ET,2.0,0.986,0.986
Infosys,IS_Basic Normalized EPS,IS,5.0,0.985,0.979
Infosys,IS_Normalized Income After Taxes,IS,5.0,0.985,0.98
Infosys,IS_Diluted Normalized EPS,IS,5.0,0.985,0.979
Infosys,IS_Diluted EPS Excluding ExtraOrd Items,IS,5.0,0.985,0.977
Infosys,IS_Diluted EPS Including ExtraOrd Items,IS,5.0,0.985,0.977
Infosys,IS_Basic EPS Excluding Extraordinary Items,IS,5.0,0.984,0.977
Infosys,IS_Total Operating Expense,IS,5.0,0.984,0.979
Infosys,IS_Normalized Inc. Avail to Com.,IS,5.0,0.984,0.98
Infosys,IS_Basic EPS Including Extraordinary Items,IS,5.0,0.984,0.977
Infosys,SG&A,수익성,2.0,0.983,0.989
Infosys,"IS_Selling/General/Admin. Expenses, Total",IS,5.0,0.983,0.989
Infosys,IS_Net Income After Taxes,IS,5.0,0.982,0.976
Infosys,IS_Diluted Net Income,IS,5.0,0.982,0.976
Infosys,IS_Income Available to Com Incl ExtraOrd,IS,5.0,0.982,0.976
Infosys,당기순이익(천원),수익성,1.0,0.982,0.976
Infosys,IS_Income Available to Com Excl ExtraOrd,IS,5.0,0.982,0.976
Infosys,IS_Net Income,IS,5.0,0.982,0.976
Infosys,IS_Net Income Before Extra. Items,IS,5.0,0.982,0.976
Infosys,BS_Total Liabilities & Shareholders' Equity,BS,5.0,0.981,0.979
Infosys,FS_Total Assets,FS,5.0,0.981,0.979
Infosys,자산총계(천원),안정성,2.0,0.981,0.979
Infosys,FS_Income before Discontinued Operations & Extraordinary Items,FS,5.0,0.981,0.973
Infosys,IS_Cost of Revenue,IS,5.0,0.981,0.977
Infosys,"IS_Cost of Revenue, Total",IS,5.0,0.981,0.977
Infosys,BS_Total Assets,BS,5.0,0.981,0.979
Infosys,매출원가(천원),성장성,2.0,0.981,0.977
Infosys,FS_Revenue from Business Activities - Total,FS,5.0,0.98,0.971
Infosys,BS_Buildings - Gross,BS,5.0,0.979,0.972
Infosys,"BS_Total Receivables, Net",BS,5.0,0.973,0.964
Infosys,"BS_Property/Plant/Equipment, Total - Gross",BS,5.0,0.968,0.959
Infosys,"BS_Property/Plant/Equipment, Total - Net",BS,5.0,0.965,0.956
Infosys,BS_Full-Time Employees,BS,5.0,0.965,0.953
Infosys,Gross Investment (GI),성장성,2.0,0.956,0.936
Infosys,BS_Total Equity & Minority Interest,BS,5.0,0.949,0.97
Infosys,BS_Total Equity,BS,5.0,0.948,0.97
Infosys,FS_Common Equity - Total,FS,5.0,0.948,0.97
Infosys,BS_Retained Earnings (Accumulated Deficit),BS,5.0,0.946,0.965
Infosys,이익잉여금(천원),수익성,2.0,0.946,0.965
Infosys,유동자산(천원),안정성,2.0,0.942,0.962
Infosys,BS_Total Current Assets,BS,5.0,0.942,0.962
Infosys,BS_Total Current Assets less Inventory,BS,5.0,0.942,0.962
Infosys,"BS_Accounts Receivable - Trade, Net",BS,5.0,0.94,0.909
Infosys,BS_Total Current Liabilities,BS,5.0,0.94,0.926
Infosys,비유동자산(천원),안정성,2.0,0.936,0.905
Infosys,BS_Goodwill - Net,BS,5.0,0.936,0.907
Infosys,"BS_Goodwill, Net",BS,5.0,0.936,0.907
Infosys,"BS_Tangible Book Value, Common Equity",BS,5.0,0.934,0.968
Infosys,IS_Defined Contribution Expense - Domestic,IS,5.0,0.928,0.955
Infosys,"FS_Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",FS,5.0,0.927,0.897
Infosys,"BS_Other Current liabilities, Total",BS,5.0,0.927,0.922
Infosys,BS_Machinery/Equipment - Gross,BS,5.0,0.926,0.893
Infosys,IS_Labor & Related Expense,IS,5.0,0.923,0.886
Infosys,"IS_Depreciation, Supplemental",IS,5.0,0.922,0.891
Infosys,IS_Provision for Income Taxes,IS,5.0,0.922,0.904
Infosys,BS_Operating Lease Payments Due in Year 2,BS,5.0,0.92,0.895
Infosys,BS_Operating Lease Payments Due in Year 3,BS,5.0,0.92,0.895
Infosys,BS_Operating Lease Payments Due in Year 4,BS,5.0,0.92,0.895
Infosys,BS_Operating Lease Payments Due in Year 5,BS,5.0,0.92,0.895
Infosys,BS_Operating Lease Pymts. Due in 4-5 Years,BS,5.0,0.919,0.894
Infosys,BS_Operating Lease Pymts. Due in 2-3 Years,BS,5.0,0.919,0.894
Infosys,BS_Accrued Expenses,BS,5.0,0.917,0.873
Infosys,IS_Current Tax - Total,IS,5.0,0.914,0.904
Infosys,BS_Total Liabilities,BS,5.0,0.914,0.903
Infosys,부채총계(천원),안정성,2.0,0.914,0.903
Infosys,"BS_Other Equity, Total",BS,5.0,0.912,0.892
Infosys,FS_Net Cash Flow from Operating Activities,FS,5.0,0.908,0.864
Infosys,"BS_Other Long Term Assets, Total",BS,5.0,0.908,0.881
Infosys,"BS_Total Operating Leases, Supplemental",BS,5.0,0.903,0.868
Infosys,BS_Total Plan Assets,BS,5.0,0.898,0.852
Infosys,BS_Plan Assets - Domestic,BS,5.0,0.898,0.852
Infosys,BS_Total Plan Obligations,BS,5.0,0.897,0.85
Infosys,BS_Pension Obligation - Domestic,BS,5.0,0.897,0.85
Infosys,BS_Intangibles - Gross,BS,5.0,0.896,0.879
Infosys,IS_Other Tax,IS,5.0,0.891,0.906
Infosys,BS_Other Equity,BS,5.0,0.887,0.856
Infosys,IS_Labor & Related Expense Suppl.,IS,5.0,0.886,0.827
Infosys,BS_Customer Advances,BS,5.0,0.883,0.874
Infosys,BS_Deferred Revenue - Current,BS,5.0,0.882,0.872
Infosys,IS_Total Pension Expense,IS,5.0,0.88,0.912
Infosys,"BS_Accumulated Intangible Amort, Suppl.",BS,5.0,0.877,0.833
Infosys,BS_Defered Income Tax - Long Term Asset,BS,5.0,0.866,0.879
Infosys,FS_Gross Profit - Industrials/Property - Total,FS,5.0,0.86,0.81
Infosys,IS_Current Tax - Domestic,IS,5.0,0.857,0.818
Infosys,"BS_Common Stock, Total",BS,5.0,0.852,0.78
Infosys,자본금(천원),안정성,2.0,0.852,0.78
Infosys,BS_Common Stock,BS,5.0,0.852,0.78
Infosys,BS_Land/Improvements - Gross,BS,5.0,0.849,0.893
Infosys,BS_Note Receivable - Long Term,BS,5.0,0.843,0.79
Infosys,BS_Prepaid Expenses,BS,5.0,0.842,0.768
Infosys,IS_Compensation Rate - Domestic,IS,5.0,0.84,0.862
Infosys,FS_Market Capitalization,FS,5.0,0.836,0.869
Infosys,BS_Income Taxes Payable,BS,5.0,0.832,0.827
Infosys,"BS_Intangibles, Net",BS,5.0,0.829,0.757
Infosys,BS_Deferred Income Tax - LT Liability,BS,5.0,0.824,0.738
Infosys,BS_Deferred Income Tax,BS,5.0,0.824,0.738
Infosys,"BS_Accounts Receivable - Trade, Gross",BS,5.0,0.802,0.776
Infosys,"IS_Advertising Expense, Supplemental",IS,5.0,0.785,0.713
Infosys,EBITDA2(천원),수익성,1.0,0.78,0.697
Infosys,"FS_Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",FS,5.0,0.78,0.697
Infosys,CF_Non-Cash Items,CF,5.0,0.771,0.745
Infosys,BS_Other Property/Plant/Equipment - Gross,BS,5.0,0.77,0.643
Infosys,"IS_Other Pension, Net - Domestic",IS,5.0,0.766,0.758
Infosys,IS_Total Plan Other Expense,IS,5.0,0.766,0.758
Infosys,CF_Other Non-Cash Items,CF,5.0,0.762,0.733
Infosys,IS_Discount Rate - Domestic,IS,5.0,0.76,0.814
Infosys,CF_Free Cash Flow,CF,5.0,0.754,0.699
Infosys,Free Cash Flow2(천원),수익성,0.0,0.754,0.699
