company,variable,group,importance,corr_total,corr_sub
TCS,ROGI(%),수익성,0.0,0.796,0.803
TCS,"BS_Other Liabilities, Total",BS,5.0,0.788,0.72
TCS,FS_Market Capitalization,FS,5.0,0.787,0.705
TCS,"IS_Other Operating Expenses, Total",IS,5.0,0.784,0.706
TCS,IS_Other Operating Expense,IS,5.0,0.783,0.704
TCS,Opex Margin,수익성,0.0,0.78,0.73
TCS,IS_Labor & Related Expense,IS,5.0,0.78,0.698
TCS,IS_Labor & Related Expense Suppl.,IS,5.0,0.78,0.698
TCS,IS_Gross Profit,IS,5.0,0.768,0.679
TCS,매출총이익(천원),수익성,0.0,0.768,0.679
TCS,IS_Total Operating Expense,IS,5.0,0.767,0.683
TCS,IS_Gross Revenue,IS,5.0,0.767,0.744
TCS,IS_Total Revenue,IS,5.0,0.766,0.676
TCS,FS_Revenue from Business Activities - Total,FS,5.0,0.766,0.676
TCS,IS_Revenue,IS,5.0,0.766,0.676
TCS,매출액(천원),성장성,0.0,0.766,0.676
TCS,CF_Total Debt Reduction,CF,5.0,0.765,0.744
TCS,FS_Gross Profit - Industrials/Property - Total,FS,5.0,0.765,0.675
TCS,"EPS(지배, Adj.)(원/주)",수익성,2.0,0.764,0.671
TCS,FS_EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,FS,5.0,0.764,0.671
TCS,SG&A,수익성,2.0,0.763,0.675
TCS,"IS_Selling/General/Admin. Expenses, Total",IS,5.0,0.763,0.675
TCS,IS_Provision for Income Taxes,IS,5.0,0.761,0.665
TCS,IS_Net Sales,IS,5.0,0.761,0.668
TCS,BS_Other Long Term Liabilities,BS,5.0,0.758,0.717
TCS,"BS_Accounts Receivable - Trade, Net",BS,5.0,0.752,0.672
TCS,IS_Net Income Before Taxes,IS,5.0,0.75,0.655
TCS,FS_Net Cash Flow from Operating Activities,FS,5.0,0.748,0.668
TCS,BS_Total Current Assets,BS,5.0,0.747,0.66
TCS,IS_Basic EPS Excluding Extraordinary Items,IS,5.0,0.747,0.648
TCS,IS_Basic EPS Including Extraordinary Items,IS,5.0,0.747,0.648
TCS,IS_Diluted EPS Excluding ExtraOrd Items,IS,5.0,0.747,0.648
TCS,유동자산(천원),안정성,2.0,0.747,0.66
TCS,IS_Diluted Normalized EPS,IS,5.0,0.747,0.65
TCS,IS_Basic Normalized EPS,IS,5.0,0.747,0.65
TCS,IS_Diluted EPS Including ExtraOrd Items,IS,5.0,0.747,0.648
TCS,IS_Normalized Income Before Taxes,IS,5.0,0.747,0.654
TCS,BS_Total Current Assets less Inventory,BS,5.0,0.746,0.659
TCS,IS_Diluted Net Income,IS,5.0,0.745,0.651
TCS,IS_Income Available to Com Excl ExtraOrd,IS,5.0,0.745,0.651
TCS,IS_Income Available to Com Incl ExtraOrd,IS,5.0,0.745,0.651
TCS,IS_Net Income Before Extra. Items,IS,5.0,0.744,0.65
TCS,IS_Operating Income,IS,5.0,0.744,0.636
TCS,당기순이익(천원),수익성,1.0,0.744,0.65
TCS,영업이익(천원),수익성,1.0,0.744,0.636
TCS,IS_Net Income,IS,5.0,0.744,0.65
TCS,IS_Net Income After Taxes,IS,5.0,0.743,0.649
TCS,FS_Income before Discontinued Operations & Extraordinary Items,FS,5.0,0.743,0.649
TCS,IS_Normalized Inc. Avail to Com.,IS,5.0,0.742,0.65
TCS,IS_Normalized EBITDA,IS,5.0,0.741,0.633
TCS,EBITDA2(천원),수익성,1.0,0.741,0.633
TCS,"FS_Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",FS,5.0,0.741,0.633
TCS,"BS_Accounts Receivable - Trade, Gross",BS,5.0,0.74,0.668
TCS,IS_Normalized Income After Taxes,IS,5.0,0.74,0.648
TCS,"IS_Depreciation, Supplemental",IS,5.0,0.74,0.656
TCS,Employment Number,ET,2.0,0.737,0.64
TCS,BS_Full-Time Employees,BS,5.0,0.737,0.632
TCS,IS_Normalized EBIT,IS,5.0,0.736,0.628
TCS,FS_Operating Profit before Non-Recurring Income/Expense,FS,5.0,0.736,0.628
TCS,EBIT(천원),수익성,1.0,0.736,0.628
TCS,IS_Current Tax - Total.1,,,0.734,0.631
TCS,"BS_Total Receivables, Net",BS,5.0,0.732,0.643
TCS,BS_Total Assets,BS,5.0,0.731,0.637
TCS,FS_Total Assets,FS,5.0,0.731,0.637
TCS,BS_Total Liabilities & Shareholders' Equity,BS,5.0,0.731,0.637
TCS,자산총계(천원),안정성,2.0,0.731,0.637
TCS,IS_Depreciation,IS,5.0,0.73,0.639
TCS,IS_Depreciation/Amortization,IS,5.0,0.728,0.638
TCS,BS_Buildings - Gross,BS,5.0,0.727,0.674
TCS,BS_Machinery/Equipment - Gross,BS,5.0,0.727,0.603
TCS,단기투자자산,안정성,1.0,0.726,0.649
TCS,FS_Cash & Short-Term Investments,FS,5.0,0.726,0.649
TCS,BS_Cash and Short Term Investments,BS,5.0,0.726,0.649
TCS,IS_Current Tax - Total,IS,5.0,0.722,0.613
TCS,BS_Accrued Expenses,BS,5.0,0.714,0.595
TCS,"BS_Property/Plant/Equipment, Total - Gross",BS,5.0,0.706,0.589
TCS,무형자산회전율s,활동성,0.0,0.702,0.586
TCS,BS_Short Term Investments,BS,5.0,0.701,0.605
TCS,"BS_Property/Plant/Equipment, Total - Net",BS,5.0,0.699,0.592
TCS,"BS_Tangible Book Value, Common Equity",BS,5.0,0.699,0.643
TCS,부채총계(천원),안정성,2.0,0.694,0.571
TCS,BS_Total Liabilities,BS,5.0,0.694,0.571
TCS,이익잉여금(천원),수익성,2.0,0.692,0.635
TCS,BS_Retained Earnings (Accumulated Deficit),BS,5.0,0.692,0.635
TCS,FS_Common Equity - Total,FS,5.0,0.69,0.63
TCS,BS_Total Equity & Minority Interest,BS,5.0,0.689,0.629
TCS,BS_Total Equity,BS,5.0,0.689,0.629
TCS,BS_Defered Income Tax - Long Term Asset,BS,5.0,0.689,0.601
TCS,BS_Total Current Liabilities,BS,5.0,0.683,0.552
TCS,BS_Customer Advances,BS,5.0,0.664,0.503
TCS,BS_Deferred Revenue - Current,BS,5.0,0.664,0.503
