company,variable,group,importance,corr_total,corr_sub
Infosys,FS_Current Ratio,FS,5.0,1.0,1.0
Infosys,FS_Working Capital to Total Assets,FS,5.0,0.942,0.927
Infosys,BS_Additional Paid-In Capital,BS,5.0,0.85,0.812
Infosys,자기자본비율,안정성,2.0,0.832,0.82
Infosys,BS_Shares Outs - Common Stock Primary Issue,BS,5.0,0.774,0.703
Infosys,BS_Total Common Shares Outstanding,BS,5.0,0.774,0.703
Infosys,IS_Basic Weighted Average Shares,IS,5.0,0.757,
Infosys,인당매출s,성장성,0.0,-0.715,
Infosys,"IS_Amort of Intangibles, Supplemental",IS,5.0,-0.752,-0.708
Infosys,부채비율(비율),안정성,0.0,-0.798,-0.78
Infosys,"FS_Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM",FS,5.0,-0.799,-0.823
Infosys,비유동비율(천원),안정성,2.0,-0.861,-0.82
